5992;QUALITEARS;;123;Fco. X 15 mL;1;2009-06-17;N21256;12
5993;QUALITON;;77;Fco. X 345 mL;1;2009-08-16;N21357;363
5994;QUALITONIC;;77;Fco. X 345 mL;1;2013-09-15;N25008;363
5995;QUANOX;6mg/mL;57;Fco. X 5 mL;1;2013-02-25;E20385;405
5996;QUANTREL;;141;Fco. X 15 mL;1;2009-09-06;E16716;331
5997;QUANTREL;100mg;152;Caja Tab.;12;2012-12-23;E6353;331
5998;QUANTRUM;500mg;37;Caja Comp.;5;2012-01-31;E14339;167
5999;QUANTRUM;750mg;37;Caja Comp.;5;2010-08-11;N21899;167
6000;QUEMACURAN L;;107;Tubo X 60 g;1;2012-03-06;E19204;224
6001;QUEMICETINA;250mg;8;Caja Cap.;100;2012-04-13;N23419;421
6002;QUEMICETINA;500mg;8;Caja Cap.;100;2012-04-12;N23415;421
6003;QUEMICICLINA S;125mg;152;Caja Tab.;100;2014-01-20;N25489;421
6004;QUEMIFEN;0.002;107;Tubo X 20 g;1;2011-08-18;N22768;205
6005;QUETIAZIC;25mg;37;Caja Comp.;10;2011-06-22;E18515;418
6006;QUETIAZIC;25mg;37;Caja Comp.;30;2011-06-22;E18515;418
6007;QUETIAZIC;100mg;37;Caja Comp.;30;2011-06-22;E18508;418
6008;QUETIAZIC;200mg;37;Caja Comp.;30;2011-06-21;E18502;418
6009;QUETIDIN;25mg;37;Caja Comp.;30;2013-08-07;E20894;167
6010;QUETIDIN;100mg;37;Caja Comp.;30;2009-11-11;E16890;167
6011;QUETIDIN;200mg;162;Caja Tab.;30;2009-11-12;E16895;167
6012;QUETIDIN;300mg;162;Caja Tab.;30;2012-05-10;E19387;167
6013;QUETOROL;60mg/2mL;128;Amp. X 2 mL;5;2010-06-26;E13000;224
6014;QUIBAC BALSAMICO;;141;Fco. X 100 mL;1;2013-05-06;N24593;427
6015;QUIBAC BALSAMICO;;162;Caja Tab.;100;2013-05-05;N24591;82
6016;QUIBAC FORTE;800mg+160mg;162;Caja Tab.;100;2014-02-04;N25539;427
6017;QUIBAC;200mg+40mg/5mL;141;Fco. X 60 mL;1;2014-02-04;N25540;427
6018;QUIFUR;25mg/5mL;141;Fco. X 120 mL;1;2011-03-16;N22387;369
6019;QUILABIR;200mg;152;Caja Tab.;100;2011-06-13;N22612;369
6020;QUILNAX DUO;;162;Caja Tab.;100;2011-09-29;N22895;366
6021;QUILXIB;200mg;8;Caja Cap.;100;2011-05-23;N22553;369
6022;QUIMIZOL;;82;Caja Ov.;60;2013-12-12;N20979;369
6023;QUIMOFLEN;15mg;152;Caja Tab.;50;2014-10-30;N26436;6
6024;QUINAXINE;20mg;152;Caja Tab.;20;2012-04-18;N23429;61
6025;QUINAXINE;20mg;152;Caja Tab.;100;2012-04-18;N23429;61
6026;QUINOBIOTIC;500mg;152;Caja Tab.;50;2009-06-02;N19263;369
6027;QUTIPIN;200mg;162;Caja Tab.;30;2012-08-23;E19704;133
6028;QUTIPIN;25mg;152;Caja Tab.;10;2012-08-23;E19700;133
6029;QUTIPIN;100mg;152;Caja Tab.;30;2012-08-23;E19703;133
6030;RABEPRAMEK;20mg;152;Caja Tab.;30;2012-12-27;E20114;249
6031;RABEPRAMEK;20mg;152;Caja Tab.;100;2012-12-27;E20114;249
6032;RABIUM 20;20mg;152;Caja Tab.;30;2014-02-06;E16203;7
6033;RACIPER;20mg;152;Caja Tab.;20;2011-01-16;E18054;370
6034;RACIPER;40mg;152;Caja Tab.;20;2011-01-12;E18043;370
6035;RANIKEM;150mg;152;Caja Tab.;100;2011-10-06;E18842;249
6036;RANIKEM;300mg;152;Caja Tab.;100;2011-12-04;E18976;138
6037;RANIMEK;50mg/2mL;128;Amp. X 2 mL;10;2012-10-15;E19874;249
6038;RANIMEK;150mg;152;Caja Tab.;100;2013-01-29;E20247;249
6039;RANIMEK;300mg;152;Caja Tab.;100;2013-08-06;E20890;249
6040;RANIT;50mg/2mL;128;Amp. X 5 mL;6;2013-07-13;N16756;421
6041;RANIT;150mg;152;Caja Tab.;100;2013-07-13;N16755;421
6042;RANIT;300mg;152;Caja Tab.;100;2013-08-17;N16908;421
6043;RANITIDINA;150mg;152;Caja Tab.;100;2005-11-02;NG2528;70
6044;RANITIDINA;300mg;152;Caja Tab.;100;2005-11-03;NG2529;70
6045;RANITIDINA;300mg;152;Caja Tab.;100;2007-04-26;EG1955;14
6046;RANITIDINA;300mg;152;Caja Tab.;100;2014-01-14;EG6047;279
6047;RANITIDINA;150mg;162;Caja Tab.;100;2014-04-21;NG1986;282
6048;RANITIDINA;300mg;152;Caja Tab.;100;2010-05-10;NG1245;282
6049;RANITIDINA;50mg/2mL;74;Amp.;5;2014-04-21;NG1985;282
6050;RANITIDINA;50mg/2mL;74;Caja Amp. X 2 mL;1;2014-04-21;NG1985;282
6051;RANITIDINA;300mg;152;Caja Tab.;100;2012-02-07;NG3160;300
6052;RANITIDINA;50mg/2mL;128;Caja Amp.;1;2010-10-13;EG4773;395
6053;RANITIDINA;50mg/2mL;128;Amp. X 2 mL;10;2009-08-10;EG4410;433
6054;RANITIDINA;300mg;152;Caja Tab.;100;2010-08-16;EG4701;268
6055;RANITIDINA;150mg;28;Caja Comp.;100;2012-05-22;NG625;167
6056;RANITIDINA;300mg;28;Caja Comp.;100;2012-05-26;NG532;167
6057;RANITIDINA;50mg;74;Amp.;100;2012-05-11;EG5360;167
6058;RANITIDINA;150mg;162;Caja Tab.;30;2011-01-11;EG0013;186
6059;RANITIDINA;300mg;162;Caja Tab.;10;2010-09-21;EG1407;186
6060;RANITIDINA;50mg/2mL;74;Amp. X 2 mL;5;2012-03-11;EG1913;186
6061;RANOXYL;500mg;8;Caja Cap.;30;2010-03-25;E12555;370
6062;RANOXYL;250mg/5mL;128;Fco. X 60 mL;1;2010-01-31;E12574;370
6063;RAPAMUNE;1mg;162;Caja Tab.;100;2015-04-14;E17249;331
6064;RAPILER;5mg;162;Caja Tab.;100;2010-10-06;N22013;421
6065;RAPILER;5mg/mL;57;Fco. X 15 mL;1;2012-01-26;N23206;421
6066;RAPILER;2.5mg/5mL;77;Fco. X 60 mL;1;2012-01-26;N23207;421
6067;RAQUIFEROL D3;600000UI;112;Fco. Amp. X 9 mL;1;2011-08-19;N255;282
6068;RAQUIFEROL D3;600000UI;112;Fco. Amp. X 10 mL;1;2011-08-19;N255;282
6069;RASILEZ;150mg;152;Caja Tab.;14;2012-09-13;E19780;307
6070;RASILEZ;150mg;152;Caja Tab.;28;2012-09-13;E19780;307
6071;RASILEZ;300mg;152;Caja Tab.;14;2012-09-13;E19779;307
6072;RASILEZ;300mg;152;Caja Tab.;28;2012-09-13;E19779;307
6073;REBETOL;200mg;8;Caja Cap.;84;2010-03-30;E17220;397
6074;RECALM;50mg;8;Caja Cap.;50;2011-01-11;N22264;167
6075;RECALM;100mg;162;Caja Tab.;50;2010-11-30;N22160;167
6076;RECORMON;2000UI;128;Caja Jer. Precarg. X 0.3 mL;6;2015-06-22;BE00282;379
6077;RECORMON;5000UI;128;Caja Jer. Precarg. X 0.3 mL;6;2015-07-04;BE00287;379
6078;RECORMON;30000UI;128;Caja Jer. Precarg. X 0.6 mL;1;2014-09-09;BE00239;379
6079;RECUGEL;0.05;52;Tubo X 10 g;1;2013-05-27;E20688;277
6080;REDEX;;162;Caja Tab.;20;2013-03-27;N20604;421
6081;REDEX;;152;Caja Tab.;60;2013-03-27;N20604;421
6082;REDEX PLUS;;74;Amp.;2;2014-04-05;N21145;421
6083;REDOXON;200mg/mL;57;Fco. Got. X 20 mL;1;2011-05-08;E18365;37
6084;REDOXON;1g/5mL;128;Amp.;1;2012-06-11;E19478;37
6085;REFLUCIL;2.5mg;37;Caja Comp.;30;2011-06-21;E13962;418
6086;REFLUCIL;5mg;37;Caja Comp.;30;2012-06-04;E13911;418
6087;REFLUYET;15mg;8;Caja Cap.;30;2012-02-14;E19147;425
6088;REFRACTYL OFTENO;0.01;26;Env. X 5 mL;1;2012-03-29;E19269;311
6089;REFRAXOL;100mg;152;Caja Tab.;30;2010-03-15;N19596;6
6090;REFRESH CELLUVISC;0.01;123;Fco Got. X 0.4 mL;1;2010-09-11;E8728;369
6091;REFRESH LIQUIGEL;0.01;123;Fco. X 15 mL;1;2012-09-19;E14874;369
6092;REFRESKAN T;0.005;123;15 mL;1;2010-12-05;N22174;255
6093;REGLIT;4mg;152;Caja Tab.;10;2008-02-19;E15299;35
6094;RISPE - AB 2;2mg;152;Caja Tab.;20;2014-01-26;N25509;431
6095;RELCER;;141;Fco. X 180 mL;1;2010-09-15;E17626;190
6096;RELCER;;160;Caja Tab.;20;2010-10-13;E17689;190
6097;RELENASTINE;0.0005;123;Fco. Got. X 5 mL;1;2011-05-15;N22534;255
6098;RELESTAT;0.5mg/mL;123;Fco. X 5 mL;1;2014-05-13;E21692;369
6099;REMEDRINT;30mg;152;Caja Tab.;20;2011-01-11;N22260;98
6100;REMERIL;30mg;152;Caja Tab.;10;2010-08-05;N21892;284
6101;REMERIL;30mg;152;Caja Tab.;100;2010-08-05;N21892;284
6102;REMERON SOLTAB;30mg;28;Caja Comp.;10;2013-06-02;E15569;397
6103;REMERON SOLTAB;15mg;152;Caja Tab.;30;2013-05-30;E15568;397
6104;REMERON SOLTAB;30mg;152;Caja Tab.;30;2013-06-02;E15569;397
6105;REMICADE;100mg;74;Caja Vial X 10 mL;1;2010-08-31;E13171;397
6106;REMINYL;4mg;152;Caja Tab.;14;2008-05-07;E15501;235
6107;REMINYL;8mg;152;Caja Tab.;14;2009-03-05;E16298;235
6108;REMINYL ER;8mg;8;Caja Cap.;7;2010-10-11;E17676;235
6109;REMINYL ER;16mg;8;Caja Cap.;7;2010-10-11;E17673;235
6110;REMUS;;162;Caja Tab.;60;2012-08-29;N23792;266
6111;REMUSDOL;300mg+250mg;152;Caja Tab.;100;2012-01-08;N23235;257
6112;RENAGEL;800mg;37;Caja Fco. Comp.;180;2011-03-08;E18206;188
6113;RENITEC;5mg;152;Caja Tab.;40;2013-12-31;E16115;293
6114;RENITEC;10mg;152;Caja Tab.;30;2013-06-06;E15584;293
6115;RENITEC;10mg;152;Caja Tab.;100;2013-06-06;E15584;293
6116;RENITEC;20mg;152;Caja Tab.;20;2013-09-09;E15829;293
6117;RENITOX COMPUESTO;;162;Caja Tab.;100;2014-02-06;N25553;59
6118;REOPRO;10mg/5mL;128;Caja Vial X 5 mL;1;2011-08-09;BE00357;128
6119;REPACE 100;100mg;152;Caja Tab.;10;2012-12-20;E20097;133
6120;REPACE 50;50mg;152;Caja Tab.;30;2010-08-18;E17572;133
6121;REPACE H;;152;Caja Tab.;10;2010-05-20;E17356;133
6122;REPLENINEVF;;99;Caja Vial X 1 500 UI + Fco. Dil X 10 mL + Kit Adm.;1;2014-01-22;BE00203;191
6123;REPRIMAN;500mg;28;Caja Comp.;100;2012-12-30;N20459;369
6124;REPRIMAN;400mg/mL;57;Fco. X 10 mL;1;2013-03-13;N2679;369
6125;REPRIMAN;250mg/5mL;77;Fco. X 50 mL;1;2012-11-13;N20371;369
6126;RESILO;50mg;152;Caja Tab.;30;2008-03-05;E15326;35
6127;RESOTYL;100mg;37;Caja Comp.;30;2013-02-20;E20365;167
6128;RESOTYL;200mg;37;Caja Comp.;30;2012-07-25;E19596;167
6129;RESPIBIEN ADULTOS;0.0005;2;Fco. X 15 mL;1;2012-05-28;E19434;369
6130;RESPIBRON ADULTO;50mg/5mL;77;Fco. X 100 mL;1;2013-12-05;E11370;198
6131;RESPIBRON INFANTIL;28mg/5mL;77;Fco. X 100 mL;1;2014-01-29;E11534;198
6132;RESPIRYL-4;4mg;152;Caja Tab.;100;2009-08-31;E16706;122
6133;RESPULMIN BALSAMO;;42;Tubo X 20 g;1;2014-09-29;N26305;88
6134;RESPULMIN;;77;Fco. X 100 mL;1;2014-06-09;N25786;88
6135;RESPULMIN NI�OS;;139;Caja Sup.;5;2010-05-04;N19632;88
6136;RESPULMIN NI�OS;;139;Caja Sup.;50;2010-05-04;N19632;88
6137;RETACNYL;0.0003;42;Tubo X 30 g;1;2011-08-21;E14096;369
6138;RETACNYL;0.0005;42;Tubo X 30 g;1;2011-08-28;E14095;369
6139;RETEVEN;5mg;28;Caja Comp.;30;2012-06-25;E14740;418
6140;RETEVEN;5mg;154;Caja Comp.;60;2012-06-25;E14740;418
6141;RETEVEN CR;5mg;154;Caja Comp.;10;2013-07-15;E15703;418
6142;RETEVEN CR;10mg;154;Caja Comp.;10;2010-01-12;E12509;418
6143;RETICNE;0.0003;42;Tubo X 30 g;1;2013-07-25;E20865;402
6144;RETICNE;0.0005;42;Tubo X 30 g;1;2013-07-24;E20861;402
6145;RETIN A;0.0003;42;Tubo X 15 g;1;2011-02-01;E18120;235
6146;RETIN A;0.0005;42;Tubo X 15 g;1;2010-12-19;E17952;235
6147;RETROCAR;100mg;8;Caja Cap.;100;2011-04-19;N18413;136
6148;RETROVIR;300mg;8;Caja Cap.;60;2012-10-24;E14933;203
6149;REUMA SOL EXTRAFUERTE;;171;Pote X 115 g;1;2009-08-24;N19336;160
6150;REUMA SOL EXTRAFUERTE;;171;Pote X 60 g;1;2009-08-24;N19336;160
6151;REUMA SOL EXTRAFUERTE;;171;Pote X 37 g;1;2009-08-24;N19336;160
6152;REUMA SOL EXTRAFUERTE;;171;Pote X 32 g;1;2009-08-24;N19336;160
6153;REUMA SOL EXTRAFUERTE;;171;Pote X 22 g;1;2009-08-24;N19336;160
6154;REUMA SOL EXTRAFUERTE;;171;Pote X 5 g;1;2009-08-24;N19336;160
6155;REUMA SOL EXTRAFUERTE;;171;Tubo X 35 g;1;2009-08-24;N19336;160
6156;REUMAPLUS;;171;Pote X 30 g;1;2005-07-12;N19702;163
6157;REUMAPLUS;;171;Pote X 50 g;1;2005-07-12;N19702;163
6158;REUMAQUIN;400mg;152;Caja Tab.;100;2014-03-30;N19213;6
6159;REUMATREX;2.5mg;152;Caja Tab.;100;2014-04-12;N19220;6
6160;REUMATREX;50mg/2mL;128;Caja Amp.;10;2014-08-25;E21885;6
6161;REUMATREX;500mg/20mL;128;Caja Amp.;1;2014-05-06;E21680;6
6162;REUMINE;20mg;28;Caja Comp.;30;2010-06-07;E17398;381
6163;REUMOFLEX NF;;171;Pote X 45 g;1;2011-01-12;N22267;151
6164;REUMOFLEX NF;;171;Pote X 100 g;1;2011-01-12;N22267;151
6165;REVEDERM;0.04;42;Tubo X 30 g;1;2012-10-01;E19834;80
6166;REVIBRA;200mg;8;Caja Cap.;100;2009-02-27;E16277;276
6167;REVLIMID;10mg;8;Caja Cap.;21;2014-01-16;E21443;418
6168;REVLIMID;25mg;8;Caja Cap.;21;2013-12-23;E21353;418
6169;REXALER;2.5mg/5mL;77;Disp. X 60 Monodosis;60;2011-09-01;N22808;170
6170;REXIVIN;250mg+50mg;8;Caja Cap.;60;2012-09-12;N23837;405
6171;REYATAZ;150mg;152;Caja Tab.;60;2014-01-07;E21400;51
6172;REYATAZ;200mg;152;Caja Tab.;60;2014-01-20;E21453;51
6173;REZPLEN;500mg;152;Caja Tab.;10;2010-11-04;E17762;350
6174;RHINO BB;;59;15 mL;1;2011-05-20;N18455;421
6175;RHINO CLO;0.0065;122;Fco. X 15 mL;1;2010-06-22;N21841;136
6176;RHYNOFRIOL COMPOSITIUM;;37;Caja Comp.;100;2013-03-14;N24462;366
6177;RICILINA;500mg;8;Caja Cap.;3;2012-03-01;N23296;167
6178;RICILINA;500mg;8;Caja Cap.;5;2012-03-01;N23296;167
6179;RICILINA;200mg/5mL;146;Fco. X 30 mL;1;2012-03-16;N23338;167
6180;RIDRINAL;120mg;162;Caja Tab.;10;2011-05-05;E18353;158
6181;RIDRINAL;180mg;162;Caja Tab.;10;2011-05-05;E18359;158
6182;RIDRINAL D;;146;Fco. X 120 mL;1;2013-11-26;E21266;158
6183;RIDRINAL D;;162;Caja Tab.;10;2010-02-21;E17126;158
6184;RIFAMPICINA;300mg;8;Caja Cap.;100;2012-03-19;NG3270;136
6185;RIFAMPICINA;300mg;8;Caja Cap.;100;2011-04-29;NG243;421
6186;RIFAMPICINA;300mg;8;Caja Cap.;100;2012-01-04;NG5178;167
6187;RIFAMPICINA;100mg/5mL;111;Fco. X 60 mL;1;2015-02-25;NG4598;228
6188;RIFAMPICINA;300mg;8;Caja Cap.;100;2010-08-11;NG2458;421
6189;RIFOCINA;0.01;138;20 mL;1;2010-09-13;E8732;396
6190;RIGAMINOL;20mg/2mL;128;Amp. X 2 mL;1;2010-03-10;N19585;282
6191;RIGAMINOL;80mg/2mL;128;Amp. X 2 mL;1;2014-10-16;N13583;282
6192;RIGAMINOL;160mg/2mL;128;Amp. X 2 mL;1;2014-10-16;N13582;282
6193;RIGAMINOL;80mg/2mL;74;Caja Amp. X 2 mL;50;2014-10-16;N13583;282
6194;RIGAMINOL;160mg/2mL;74;Caja Amp. X 2 mL;50;2014-10-16;N13582;282
6195;RIGEVIDON 21 + 7;;37;Caja Comp.;1;2013-04-30;E15498;183
6196;RIGOTAX;10mg;9;Caja Cap.;30;2014-03-09;E16311;363
6197;RIGOTAX;10mg/mL;57;Fco. Got. X 15 mL;1;2013-06-04;E15577;363
6198;RIGOTAX;5mg/5mL;77;Fco. X 60 mL;1;2013-06-04;E15578;363
6199;RILATEN;20mg/2mL;128;Amp. X 2 mL;1;2012-03-14;E14454;50
6200;RILATEN;10mg;8;Blist. Cap.;90;2013-12-11;E21329;50
6201;RILUTEK;50mg;152;Caja Tab.;56;2013-02-28;E15317;396
6202;RIMACTAN;300mg;8;Caja Cap.;50;2011-04-14;N10709;307
6203;RIMACTAN;0.02;77;Fco. X 60 mL;1;2012-03-21;N20173;307
6204;RINACET;10mg;152;Caja Tab.;10;2016-04-07;N22485;369
6205;RINACET;10mg;152;Caja Tab.;100;2016-04-07;N22485;369
6206;RINALOR;5mg/5mL;77;Fco. X 60 mL;1;2011-04-06;N22463;369
6207;RINALOR;10mg;152;Caja Tab.;10;2011-05-11;N22530;369
6208;RINALOR;10mg;152;Caja Tab.;100;2011-05-11;N22530;369
6209;RINELON;50mcg/dosis;141;Spray X 18 g;1;2011-01-03;E13509;397
6210;RINELON PEDIATRICO;0.0005;141;Spray X 60 Dosis X 10 g;1;2011-06-27;E13970;397
6211;RINEX N;;152;Caja Tab.;100;2011-01-09;N22250;59
6212;RINOBUDEX;0.05mg;137;Fco. X 18 g;1;2011-08-24;E18696;254
6213;RINOBUDEX;0.05mg;137;Caja Fco. X 10 g;1;2011-08-24;E18696;254
6214;RINOFILAX;5mg;37;Caja Comp.;10;2013-10-31;E15965;167
6215;RINOFILAX;2.5mg/5mL;77;Fco. X 60 mL;1;2009-06-09;N21236;167
6216;RINOKID;0.03;136;Fco. X 25 mL;1;2014-03-12;E21604;81
6217;RINOMEX;;8;Caja Cap.;50;2003-12-14;N17046;345
6218;RINOMEX;2.5mg/15mg;77;Fco. X 120 mL;1;2013-02-25;E20387;167
6219;RINOSAL B;50mcg/dosis;136;Spray X 200 dosis;1;2012-03-15;E19233;81
6220;RINOSAL B;100mcg/dosis;137;Caja Fco. X 100 Dosis;1;2012-03-01;E19188;81
6221;RINOVAL;50mcg/dosis;149;Fco. Nebuliz. X 120 Dosis;1;2013-10-09;E21110;164
6222;RINTAL;0.001;59;Fco. Got. X 15 mL;1;2010-05-29;E12918;51
6223;RIOMET;850mg;8;Caja Cap.;30;2012-05-10;E19383;370
6224;RIOMET OD;500mg;152;Caja Tab.;10;2010-02-01;E17158;370
6225;RIOPAN;;52;Fco. X 250 mL;1;2013-07-09;E11023;416
6226;RIOPAN;;52;Sachet X 10 mL;20;2013-07-09;E11023;416
6227;RIPOL;50mg;162;Caja Tab.;5;2011-04-10;N22491;421
6228;RIPOL;100mg;152;Caja Tab.;4;2009-12-16;N21482;421
6229;RIPTAM;20mg;92;Fco. Amp.;1;2014-01-26;E21484;418
6230;RISATE;35mg;162;Caja Tab.;4;2013-01-11;E20176;370
6231;RISENDAL;35mg;162;Caja Tab.;1;2013-07-25;N20777;167
6232;RISENDAL;35mg;162;Caja Tab.;10;2013-07-25;N20777;167
6233;RISPERDAL;1mg;152;Caja Tab.;20;2011-07-13;E14013;235
6234;RISPERDAL;2mg;152;Caja Tab.;20;2011-07-13;E14014;235
6235;RISPERDAL;3mg;152;Caja Tab.;20;2011-07-18;E14027;235
6236;RISPERDAL CONSTA;25mg;99;Caja Vial + Jer.;1;2010-09-30;E17647;235
6237;RISPERDAL CONSTA;37.5mg;99;Caja Vial + Jer.;1;2010-09-30;E17646;235
6238;RISPERIDONA;1mg;152;Caja Tab.;30;2011-03-15;NG4880;421
6239;RISPERIDONA;2mg;152;Caja Tab.;30;2011-03-16;NG4883;421
6240;RISPERIDONA;1mg;152;Caja Tab.;20;2011-05-15;NG4944;369
6241;RISPERIDONA;2mg;152;Caja Tab.;20;2011-07-26;NG5024;369
6242;RISPERIDONA;1mg;162;Caja Tab.;20;2015-08-01;NG2452;167
6243;RISPERIDONA;2mg;162;Caja Tab.;20;2010-08-01;NG2453;167
6244;RISPERIDONA;3mg;162;Caja Tab.;20;2015-08-01;NG2454;167
6245;RISPERIDONA;2mg;152;Caja Tab.;20;2011-03-13;NG4879;216
6246;RISPERIDONA;2mg;162;Caja Tab.;20;2010-08-19;NG4734;421
6247;RISPERIDONA;1mg;152;Caja Tab.;30;2014-05-20;EG6179;342
6248;RISPERIDONA;2mg;152;Caja Tab.;30;2014-05-26;EG6182;342
6249;RISPERITE;1mg;152;Caja Tab.;30;2014-06-19;E21774;342
6250;RISPERITE;2mg;152;Caja Tab.;30;2014-06-19;E21772;342
6251;RISPERIX;1mg;37;Caja Comp.;10;2011-08-16;E18668;179
6252;RISPERIX;2mg;37;Caja Comp.;10;2011-07-11;E18569;179
6253;RISPERIX;3mg;37;Caja Comp.;10;2011-08-16;E18673;179
6254;RISPERTEK;1mg;28;Caja Comp.;10;2010-04-26;N21730;146
6255;RISPERTEK;2mg;28;Caja Comp.;20;2010-04-25;N21728;146
6256;RITALIN LA;20mg;8;Caja Cap.;30;2013-11-21;E16023;307
6257;RITALIN LA;30mg;8;Caja Cap.;30;2008-11-20;E16017;307
6258;RITMAX;200mg;152;Caja Tab.;20;2011-12-12;E18997;370
6259;RITMOCARDYL;200mg;28;Caja Comp.;20;2012-12-27;E20108;34
6260;RITRAZ;;128;Caja Amp.;50;2010-07-13;E17495;16
6261;RIVASST 3.0;3mg;8;Caja Cap.;30;2013-04-15;E20578;197
6262;RIVIAL PEDIATRICO;;128;Amp. Estuche;5;2009-08-26;E16698;272
6263;RIVIAL MV 12;;92;Est. Amp.;5;2011-05-30;E18437;16
6264;RIVOPAX;0.5mg;152;Caja Tab.;100;2012-08-08;N23730;405
6265;RIVOPAX;2mg;152;Caja Tab.;50;2012-07-26;N23695;405
6266;RIVOTRIL;0.5mg;28;Caja Comp.;20;2010-01-26;E12558;379
6267;RIVOTRIL;2mg;28;Caja Comp.;20;2014-12-16;E7770;379
6268;RIVOTRIL;2.5mg/mL;57;Fco. Got. X 20 mL;1;2009-12-17;E7778;379
6269;ROACCUTAN;10mg;8;Caja Cap.;30;2009-06-18;E16523;379
6270;ROACCUTAN;20mg;8;Caja Cap.;30;2013-05-07;E10869;379
6271;ROCEPHIN;250mg;99;Amp.;1;2014-10-17;E5473;379
6272;ROCEPHIN;1g;99;Amp.;1;2014-11-14;E5483;379
6273;ROCEPHIN;500mg;99;Amp.;1;2015-05-25;E12909;379
6274;ROCEPHIN;2000mg;99;Amp.;1;2014-10-17;E5475;379
6275;ROCSUR;50mg/5mL;74;Caja Vial;12;2012-02-12;E19142;306
6276;ROFERON - A;3MUI/0.5mL;128;Amp.;1;2016-03-24;BE00334;379
6277;ROFERON A;4.5MIO;128;Amp.;1;2011-03-24;BE00335;379
6278;ROFERON-A;9MIO;128;Amp.;1;2011-03-24;BE00336;379
6279;ROLETRA;10mg;152;Caja Tab.;100;2010-12-29;E13501;370
6280;ROMATOS;;77;Fco. X 120 mL;1;2012-08-29;N23788;237
6281;ROMESEC;20mg;8;Caja Cap.;100;2010-01-26;E12561;370
6282;ROMILAR;15mg/5mL;77;Fco. X 100 mL;1;2013-11-11;E21225;37
6283;RONEM;1g;99;Vial;1;2013-08-29;E20975;319
6284;RONEM;500mg;99;Vial;1;2013-04-15;E20577;319
6285;ROPHYLAC 300;300mcg;74;Caja Amp.;1;2014-01-09;BE00572;50
6286;ROPICOM H;0.005;128;Amp. X 2 mL;1;2012-07-18;N23660;74
6287;ROPIVACAINA;0.005;128;Fco. X 20 mL;1;2013-05-26;NG5594;74
6288;ROTARIX VACUNA CONTRA ROTAVIRUS;;104;Caja Jer. Prell. + Vial Liof.;1;2010-07-12;BE00289;203
6289;ROVIGON;;63;Caja Grag.;30;2009-06-28;E16552;379
6290;ROWACHOL;;88;Caja Perla;50;2012-10-20;E1465;113
6291;ROWACHOL;;88;Caja Tab.;100;2012-10-20;E1465;113
6292;ROWAROLAN;;90;Env. X 20 g;1;2002-07-24;E10356;113
6293;ROWATANAL;;42;Tubo X 26 g;1;2011-09-29;E18817;113
6294;ROWATINEX;;9;Caja Cap.;50;2013-05-26;E20683;113
6295;ROWATINEX;;9;Caja Cap.;100;2013-05-26;E20683;113
6296;ROXTIL;;44;10 g;1;2009-04-16;N19224;393
6297;ROXTRIM BALSAMICO;200mg+40mg/5mL;146;Fco. X 60 mL;1;2012-01-02;N20063;393
6298;ROXTRIM FORTE;800mg+160mg;28;Caja Comp.;100;2013-07-10;N24822;393
6299;ROXTRIM FORTE;400mg+80mg;146;Fco. X 60 mL;1;2013-10-14;N19053;393
6300;ROXTRIM PEDIATRICO;200mg+40mg/5mL;146;Fco. X 60 mL;1;2013-10-14;N19052;393
6301;ROXYPROG DEPO;150mg/mL;128;Caja Amp.;1;2011-03-20;E18251;322
6302;ROZEX;0.0075;42;Tubo X 30 g;1;2011-05-02;E18339;369
6303;ROZEX;0.0075;52;Tubo X 30 g;1;2009-12-29;E7804;369
6304;ROZIDAL;1mg;152;Caja Tab.;20;2011-03-15;E18226;370
6305;ROZIDAL;2mg;152;Caja Tab.;20;2011-03-16;E18238;370
6306;RUBOGEL;;52;Tubo X 30 g;1;2014-02-03;E21505;186
6307;RYNATAN;;141;Fco. X 60 mL;1;2010-11-05;N4374;282
6308;RYNATAN;;152;Caja Tab.;30;2010-10-20;N4362;282
6309;RYNATAN;;152;Caja Tab.;100;2010-10-20;N4362;282
6310;RYNAT D;0.0005;59;15 mL;1;2013-04-25;N24574;282
6311;RYTMONORM;150mg;152;Caja Tab.;30;2011-12-13;E14234;3
6312;SAALGRIP;;152;Caja Tab.;101;2012-10-16;N23929;289
6313;SABRO;500mg;35;Caja Comp.;20;2010-11-02;E17743;350
6314;SABRO;1g/5mL;104;Fco. X 120 mL;1;2010-11-02;E17746;350
6315;SAL DE ANDREWS;;91;Caja Sobre;12;2013-05-28;N4133;282
6316;SAL DE ANDREWS;;91;Caja Sobre;100;2013-05-28;N4133;282
6317;SAL DE ANDREWS LIMON;;91;Caja Sob.;12;2009-06-25;N21281;282
6318;SALVADORA SALES DE REHIDRATACION;;101;Disp. Sob.;25;2011-12-19;N23114;266
6319;SALVADORA SALES DE REHIDRATACION;;101;Disp. Sob.;50;2011-12-19;N23114;266
6320;SALVADORA SALES DE REHIDRATACION;;101;Caja Sobre;100;2011-12-19;N23114;266
6321;SALVADORA SALES DE REHIDRATACION;;101;Sobre X 27.9 g;1;2011-12-19;N23114;266
6322;SALBASMA B;200mg+20mg;73;Caja Fco. + Adap. Bucal X 200 mcg;1;2010-10-24;E17725;196
6323;SALBUMAX;;77;Fco. X 120 mL;1;2012-03-18;N20169;228
